DN    ,count               ,mean_0              ,stdev_0            ,min_0               ,max_0               ,mean_1              ,stdev_1            ,min_1               ,max_1               ,mean_2              ,stdev_2            ,min_2               ,max_2               ,mean_3              ,stdev_3            ,min_3               ,max_3               ,mean_4              ,stdev_4            ,min_4               ,max_4               ,mean_5              ,stdev_5            ,min_5               ,max_5               ,mean_6              ,stdev_6            ,min_6               ,max_6               ,mean_7              ,stdev_7            ,min_7               ,max_7               ,mean_8              ,stdev_8             ,min_8               ,max_8               ,mean_9              ,stdev_9            ,min_9               ,max_9
"2"   ,55.000000000000000  ,578.799999999999955 ,58.809926095918698 ,470.000000000000000 ,800.000000000000000 ,905.672727272727002 ,64.596770514808000 ,829.000000000000000 ,1180.000000000000000,959.436363636364035 ,157.564421115133001,652.000000000000000 ,1409.000000000000000,1338.799999999999955,78.621079069636394 ,1213.000000000000000,1554.000000000000000,2545.381818181820108,233.521629651625005,2142.000000000000000,3041.000000000000000,2808.836363636360147,272.829872620170988,2399.000000000000000,3437.000000000000000,2855.109090909089900,378.300080414676984,2008.000000000000000,3640.000000000000000,2997.927272727270065,316.231973841135982,2426.000000000000000,3683.000000000000000,2854.800000000000182,208.427747495205011 ,2513.000000000000000,3354.000000000000000,1839.254545454549998,211.807671160158009,1452.000000000000000,2411.000000000000000
"28"  ,55.000000000000000  ,865.690909090909031 ,81.315542846478294 ,749.000000000000000 ,1030.000000000000000,1232.818181818179937,112.287014998947015,1077.000000000000000,1447.000000000000000,1691.418181818180074,153.495890994477037,1461.000000000000000,1969.000000000000000,1816.454545454550043,120.432525781007996,1649.000000000000000,2013.000000000000000,2179.709090909089809,144.676865069007988,1932.000000000000000,2496.000000000000000,2304.381818181820108,149.577985470366002,2043.000000000000000,2625.000000000000000,2282.236363636359783,206.027952403835997,1978.000000000000000,2665.000000000000000,2354.327272727270611,181.080814222436004,2034.000000000000000,2749.000000000000000,3867.072727272729935,110.634843909455014 ,3685.000000000000000,4020.000000000000000,2645.472727272730026,175.412197572570989,2367.000000000000000,2916.000000000000000
"30"  ,123.000000000000000 ,846.869918699186996 ,65.715227587512800 ,576.000000000000000 ,953.000000000000000 ,1173.357723577239994,76.939632508306801 ,864.000000000000000 ,1313.000000000000000,1611.471544715449909,134.069490496609006,960.000000000000000 ,1786.000000000000000,1744.422764227640073,81.012345560907505 ,1494.000000000000000,1892.000000000000000,2096.170731707320101,61.882319215007598 ,1961.000000000000000,2221.000000000000000,2217.016260162599792,79.764816573150895 ,2070.000000000000000,2483.000000000000000,2208.943089430889813,161.243238557593997,1892.000000000000000,2763.000000000000000,2271.000000000000000,135.526115080646008,1987.000000000000000,2586.000000000000000,3727.325203252029951,83.402883145408197  ,3417.000000000000000,3874.000000000000000,2592.138211382110057,221.613247710307007,2106.000000000000000,3002.000000000000000
"15"  ,213.000000000000000 ,757.300469483568008 ,61.432151942051703 ,550.000000000000000 ,890.000000000000000 ,1083.657276995309985,76.798928268018102 ,814.000000000000000 ,1236.000000000000000,1554.845070422539948,133.868104042113004,1094.000000000000000,1789.000000000000000,1769.896713615019962,78.907568559303101 ,1587.000000000000000,1937.000000000000000,2249.084507042250152,95.787216986826493 ,1992.000000000000000,2527.000000000000000,2403.215962441309784,121.231107567785003,2090.000000000000000,2695.000000000000000,2417.281690140850060,171.352762840227001,2048.000000000000000,2985.000000000000000,2546.572769953049374,145.219711908284978,2218.000000000000000,2863.000000000000000,4041.967136150230090,186.705963588210011 ,3573.000000000000000,4497.000000000000000,2994.727699530520113,255.419763705515010,2519.000000000000000,3621.000000000000000
"9"   ,353.000000000000000 ,840.869688385269001 ,84.458065268055194 ,460.000000000000000 ,1032.000000000000000,1189.929178470260013,103.828273177255994,721.000000000000000 ,1440.000000000000000,1666.427762039660138,187.375992385720991,746.000000000000000 ,2043.000000000000000,1843.971671388100049,119.204986224001999,1370.000000000000000,2172.000000000000000,2332.685552407930572,104.936941242181007,2099.000000000000000,2673.000000000000000,2508.906515580739779,123.194735846876000,2238.000000000000000,2952.000000000000000,2530.141643059489979,187.783534998709001,2086.000000000000000,3418.000000000000000,2649.413597733710048,144.871902809576000,2340.000000000000000,3112.000000000000000,4045.773371104819489,188.385483885799005 ,3504.000000000000000,4424.000000000000000,2987.529745042490049,248.703512888232012,2280.000000000000000,3551.000000000000000
"50"  ,80.000000000000000  ,465.475000000000023 ,70.222787422728501 ,366.000000000000000 ,765.000000000000000 ,787.187500000000000 ,75.066231304618498 ,695.000000000000000 ,1128.000000000000000,614.287500000000023 ,153.040922280301004,388.000000000000000 ,1171.000000000000000,1207.325000000000045,77.160817596444986 ,1104.000000000000000,1476.000000000000000,2781.112500000000182,181.762328730594987,2458.000000000000000,3147.000000000000000,3165.562500000000000,216.414618691863012,2781.000000000000000,3618.000000000000000,3267.662499999999909,285.174427801919990,2585.000000000000000,3888.000000000000000,3466.162499999999909,245.145136228431994,3029.000000000000000,3941.000000000000000,2270.099999999999909,251.369998109096002 ,1947.000000000000000,2941.000000000000000,1240.575000000000045,265.147476279173986,888.000000000000000 ,1969.000000000000000
"51"  ,190.000000000000000 ,652.799999999999955 ,91.385467683345198 ,345.000000000000000 ,797.000000000000000 ,974.305263157894956 ,117.225832218620994,587.000000000000000 ,1194.000000000000000,1436.205263157890158,283.633482426008982,564.000000000000000 ,1849.000000000000000,1645.599999999999909,153.636856248375011,1209.000000000000000,1943.000000000000000,2276.531578947369781,153.348331056147003,2013.000000000000000,2899.000000000000000,2459.726315789469481,224.858400692561986,2088.000000000000000,3254.000000000000000,2444.731578947370053,374.544402680782980,1898.000000000000000,3814.000000000000000,2521.715789473680161,266.619526117358987,2074.000000000000000,3378.000000000000000,3644.142105263159920,297.859161733106021 ,2946.000000000000000,4231.000000000000000,2384.489473684210225,372.783803884873009,1599.000000000000000,3335.000000000000000
"53"  ,80.000000000000000  ,696.350000000000023 ,98.775682447847004 ,491.000000000000000 ,854.000000000000000 ,973.387500000000045 ,114.074092483567014,755.000000000000000 ,1173.000000000000000,1193.250000000000000,226.700521795338005,740.000000000000000 ,1607.000000000000000,1435.162499999999909,135.234858414462991,1207.000000000000000,1704.000000000000000,2086.625000000000000,122.026701269783004,1819.000000000000000,2336.000000000000000,2292.849999999999909,140.735419237119999,1979.000000000000000,2557.000000000000000,2387.212500000000091,197.301073909450963,1995.000000000000000,2797.000000000000000,2528.324999999999818,155.456027809404986,2263.000000000000000,2838.000000000000000,3457.925000000000182,335.135973727194994 ,2925.000000000000000,4103.000000000000000,2732.750000000000000,447.597595608976007,2040.000000000000000,3627.000000000000000
"61"  ,35.000000000000000  ,965.771428571428942 ,114.391763821753997,754.000000000000000 ,1109.000000000000000,1434.314285714290008,172.604405135757986,1091.000000000000000,1692.000000000000000,1920.028571428570103,287.524473200239981,1368.000000000000000,2350.000000000000000,2150.657142857140116,158.627002904362030,1766.000000000000000,2363.000000000000000,2636.257142857140025,131.319624190291989,2292.000000000000000,2851.000000000000000,2810.800000000000182,122.658253121518001,2470.000000000000000,3011.000000000000000,2817.914285714290145,168.227152356320005,2470.000000000000000,3116.000000000000000,2977.314285714289781,119.488806128091994,2697.000000000000000,3225.000000000000000,4284.771428571430079,177.902168375218963 ,3909.000000000000000,4585.000000000000000,3215.057142857140207,178.485284095511986,2915.000000000000000,3561.000000000000000
"31"  ,128.000000000000000 ,851.406250000000000 ,64.564127615907196 ,514.000000000000000 ,969.000000000000000 ,1183.281250000000000,73.295640963511403 ,774.000000000000000 ,1337.000000000000000,1615.828125000000000,117.616091711668005,967.000000000000000 ,1831.000000000000000,1765.726562500000000,81.787001531946501 ,1542.000000000000000,1936.000000000000000,2140.632812500000000,94.509498009855093 ,1996.000000000000000,2401.000000000000000,2271.234375000000000,117.818122503108000,2094.000000000000000,2598.000000000000000,2205.257812500000000,143.610049770818989,1835.000000000000000,2871.000000000000000,2288.070312500000000,133.128922394249997,2064.000000000000000,2716.000000000000000,3788.320312499999545,105.500601453206002 ,3397.000000000000000,3975.000000000000000,2485.726562499999545,107.275619324599006,2087.000000000000000,2662.000000000000000
