DN,count,mean_0,stdev_0,min_0,max_0,mean_1,stdev_1,min_1,max_1,mean_2,stdev_2,min_2,max_2,mean_3,stdev_3,min_3,max_3,mean_4,stdev_4,min_4,max_4,mean_5,stdev_5,min_5,max_5,mean_6,stdev_6,min_6,max_6,mean_7,stdev_7,min_7,max_7,mean_8,stdev_8,min_8,max_8,mean_9,stdev_9,min_9,max_9
"2",55.000000000000000,241.654545454545001,23.361267550131402,195.000000000000000,298.000000000000000,585.709090909090946,39.930807157748902,502.000000000000000,672.000000000000000,358.018181818181972,43.013990363640701,282.000000000000000,509.000000000000000,905.854545454545018,30.649402254951902,852.000000000000000,990.000000000000000,2829.927272727270065,103.819618239101004,2573.000000000000000,3029.000000000000000,3247.963636363640035,129.736051649655991,2987.000000000000000,3540.000000000000000,3369.127272727269883,165.951025187983987,2946.000000000000000,3712.000000000000000,3528.345454545450139,144.395703509204992,3143.000000000000000,3790.000000000000000,2071.490909090910009,124.486928173986996,1882.000000000000000,2318.000000000000000,1035.709090909090037,113.826650646087003,856.000000000000000,1216.000000000000000
"28",55.000000000000000,288.727272727272975,28.551094255124202,237.000000000000000,377.000000000000000,646.363636363636147,32.100746291291998,601.000000000000000,750.000000000000000,723.163636363635987,70.073708187340699,556.000000000000000,883.000000000000000,1195.145454545450093,39.900532894340898,1128.000000000000000,1274.000000000000000,2339.727272727269792,203.193071344533990,2002.000000000000000,2928.000000000000000,2613.636363636359874,238.307952311039003,2221.000000000000000,3298.000000000000000,2611.836363636360147,230.545469415499014,2205.000000000000000,3267.000000000000000,2849.509090909089991,269.155254159659989,2387.000000000000000,3613.000000000000000,2834.781818181820199,100.422015239592994,2572.000000000000000,2958.000000000000000,1569.163636363640080,99.332729982575799,1303.000000000000000,1724.000000000000000
"30",123.000000000000000,447.398373983739987,31.011563109826199,357.000000000000000,503.000000000000000,783.682926829268013,35.372100952441798,629.000000000000000,851.000000000000000,669.715447154472031,71.819847515394102,463.000000000000000,810.000000000000000,1285.682926829269945,41.178403752764403,1109.000000000000000,1354.000000000000000,2708.341463414630198,116.248379454122002,2540.000000000000000,3129.000000000000000,2982.308943089430159,149.529761831763011,2770.000000000000000,3568.000000000000000,2991.626016260160213,189.359507086820003,2673.000000000000000,3916.000000000000000,3166.991869918700104,164.088065915784995,2862.000000000000000,3804.000000000000000,2481.097560975610577,120.511166385156997,2201.000000000000000,2647.000000000000000,1310.398373983739930,102.764392302019004,1077.000000000000000,1457.000000000000000
"15",213.000000000000000,322.455399061033006,30.008239929012401,250.000000000000000,433.000000000000000,736.347417840376011,50.215868492835099,578.000000000000000,837.000000000000000,625.356807511736974,99.084271418778400,452.000000000000000,1006.000000000000000,1235.943661971830124,81.325554825398186,1033.000000000000000,1432.000000000000000,2812.042253521130078,302.906133257003034,2299.000000000000000,3527.000000000000000,3158.070422535210128,337.658138658286987,2537.000000000000000,4005.000000000000000,3208.957746478869922,398.488196244057008,2474.000000000000000,4200.000000000000000,3376.661971830989842,352.288352505711998,2746.000000000000000,4228.000000000000000,2507.492957746479988,157.330730235983992,2275.000000000000000,2995.000000000000000,1366.633802816900015,147.948190775915009,1131.000000000000000,1926.000000000000000
"9",353.000000000000000,258.810198300282991,38.303523280492200,131.000000000000000,392.000000000000000,516.206798866855024,69.907201144273500,337.000000000000000,657.000000000000000,510.124645892350998,69.143553641482200,265.000000000000000,706.000000000000000,856.524079320112946,102.783256691152005,658.000000000000000,1034.000000000000000,2181.002832861190200,248.169028021678997,1679.000000000000000,2823.000000000000000,2584.413597733710048,273.900413299222976,2026.000000000000000,3311.000000000000000,2620.402266288950159,293.185438517135026,1974.000000000000000,3403.000000000000000,2801.150141643060124,298.211625219696998,2180.000000000000000,3524.000000000000000,2138.135977337110035,237.761575291105970,1726.000000000000000,2556.000000000000000,1153.611898016999930,150.738558947235987,885.000000000000000,1437.000000000000000
"50",80.000000000000000,295.824999999999989,16.946509292924802,256.000000000000000,350.000000000000000,538.587499999999977,27.109573137476598,488.000000000000000,602.000000000000000,352.662500000000023,28.296326974594301,295.000000000000000,439.000000000000000,893.075000000000045,29.675363775189599,855.000000000000000,1008.000000000000000,2465.699999999999818,112.863802765472997,2315.000000000000000,2809.000000000000000,2934.662499999999909,135.317156167151012,2771.000000000000000,3300.000000000000000,3060.375000000000000,154.982920659672999,2787.000000000000000,3508.000000000000000,3319.837500000000091,117.126615871750985,3159.000000000000000,3703.000000000000000,1913.412499999999909,90.826123179945199,1809.000000000000000,2223.000000000000000,859.450000000000045,59.380536384119893,788.000000000000000,1048.000000000000000
"51",190.000000000000000,256.915789473684015,49.311269874898102,103.000000000000000,387.000000000000000,622.473684210526130,72.953249087976303,393.000000000000000,750.000000000000000,571.589473684210020,170.700207191353996,218.000000000000000,1050.000000000000000,1162.089473684209906,113.129636715694986,888.000000000000000,1387.000000000000000,2822.784210526319839,306.965469962622024,2230.000000000000000,3576.000000000000000,3178.705263157889931,364.522094138351065,2541.000000000000000,4266.000000000000000,3162.426315789470209,499.250710885511012,2238.000000000000000,5075.000000000000000,3335.657894736839808,391.134983690341016,2607.000000000000000,4514.000000000000000,2626.831578947369962,145.177333825749002,2272.000000000000000,2986.000000000000000,1339.163157894739925,139.598061380872991,1010.000000000000000,1704.000000000000000
"53",80.000000000000000,236.599999999999994,47.742081323649103,157.000000000000000,334.000000000000000,575.325000000000045,71.362113658598602,446.000000000000000,717.000000000000000,455.712499999999977,111.805005860394985,239.000000000000000,670.000000000000000,946.912500000000023,88.318783034578203,820.000000000000000,1138.000000000000000,2583.362500000000182,236.258560557512993,2208.000000000000000,3032.000000000000000,2971.062500000000000,299.903163432313022,2556.000000000000000,3622.000000000000000,3054.162499999999909,349.626616160510025,2489.000000000000000,3915.000000000000000,3251.175000000000182,311.520191555595034,2856.000000000000000,3977.000000000000000,2402.025000000000091,126.879487823602005,2102.000000000000000,2634.000000000000000,1393.775000000000091,157.451859229045994,1015.000000000000000,1657.000000000000000
"61",35.000000000000000,529.685714285713971,94.886238830126004,370.000000000000000,768.000000000000000,949.571428571429010,127.185433339599001,751.000000000000000,1235.000000000000000,1178.085714285710083,237.532706284043996,694.000000000000000,1679.000000000000000,1568.314285714290008,124.384075826962999,1384.000000000000000,1793.000000000000000,2597.428571428570194,222.189940699165987,2338.000000000000000,3230.000000000000000,2873.228571428569921,246.821331630591999,2577.000000000000000,3611.000000000000000,2877.857142857139934,273.119360122916021,2454.000000000000000,3705.000000000000000,3124.542857142860157,273.439351578365972,2824.000000000000000,3941.000000000000000,3073.400000000000091,182.394723865896992,2713.000000000000000,3382.000000000000000,1836.714285714290099,216.972154818045993,1460.000000000000000,2206.000000000000000
"31",128.000000000000000,492.390625000000000,52.227430324939903,379.000000000000000,587.000000000000000,837.507812500000000,30.262628936326699,752.000000000000000,909.000000000000000,781.343750000000000,138.877697143131996,501.000000000000000,977.000000000000000,1301.273437500000000,52.306142251406897,1132.000000000000000,1387.000000000000000,2695.656250000000000,206.892586437587994,2425.000000000000000,3343.000000000000000,2997.250000000000000,231.404067638589993,2692.000000000000000,3751.000000000000000,3002.054687500000455,292.302030955463977,2683.000000000000000,4067.000000000000000,3170.679687500000455,254.365659470793986,2779.000000000000000,3948.000000000000000,2545.867187500000455,178.181247680832996,2200.000000000000000,2801.000000000000000,1408.476562500000000,187.223937027199014,1056.000000000000000,1687.000000000000000
